codice_cliente,lit_mode_r100,lit_pct_yes_r100,lit_pct_no_r100,lit_pct_sunset_sunrise_r100,lit_pct_automatic_r100,lit_pct_missing_r100,lit_n_edges_r100,lit_mode_r300,lit_pct_yes_r300,lit_pct_no_r300,lit_pct_sunset_sunrise_r300,lit_pct_automatic_r300,lit_pct_missing_r300,lit_n_edges_r300,lit_mode_r500,lit_pct_yes_r500,lit_pct_no_r500,lit_pct_sunset_sunrise_r500,lit_pct_automatic_r500,lit_pct_missing_r500,lit_n_edges_r500
9500,yes,0.3442622950819672,0.0,0.0,0.0,0.6557377049180327,61,yes,0.13806706114398423,0.0,0.0,0.0,0.8619329388560157,507,yes,0.11678115799803729,0.0,0.0,0.0,0.8832188420019627,1019
9501,unknown,,,,,1.0,20,unknown,,,,,1.0,39,unknown,,,,,1.0,72
9502,yes,0.45161290322580644,0.0,0.0,0.0,0.5483870967741935,31,yes,0.1728395061728395,0.0,0.0,0.0,0.8271604938271605,81,yes,0.12173913043478261,0.0,0.0,0.0,0.8782608695652174,115
9503,unknown,,,,,1.0,9,no,0.0,0.05555555555555555,0.0,0.0,0.9444444444444444,36,no,0.0,0.021739130434782608,0.0,0.0,0.9782608695652174,92
9505,yes,0.45,0.0,0.0,0.0,0.55,80,yes,0.725,0.0,0.0,0.0,0.2653846153846154,520,yes,0.6224758560140474,0.000877963125548727,0.0,0.0,0.3722563652326602,1139
9507,yes,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182,11,yes,0.05660377358490566,0.0,0.0,0.0,0.9433962264150944,53,yes,0.06832298136645963,0.0,0.0,0.0,0.9316770186335404,161
9508,yes,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,7,yes,0.05357142857142857,0.0,0.0,0.0,0.9464285714285714,56,yes,0.05319148936170213,0.010638297872340425,0.0,0.0,0.9361702127659575,94
9509,yes,0.8142857142857143,0.0,0.0,0.0,0.18571428571428572,70,yes,0.6463620981387479,0.001692047377326565,0.0,0.0,0.35194585448392557,591,yes,0.5817711700064642,0.009696186166774402,0.0,0.0,0.40853264382676147,1547
9511,yes,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,12,yes,0.1,0.0,0.0,0.0,0.9,30,yes,0.08641975308641975,0.0,0.0,0.0,0.9135802469135802,81
9513,yes,0.7428571428571429,0.0,0.0,0.0,0.2571428571428571,35,yes,0.5438066465256798,0.0,0.0,0.0,0.4561933534743202,331,yes,0.5,0.0,0.0,0.0,0.5,1010
9515,unknown,,,,,1.0,19,unknown,,,,,1.0,38,unknown,,,,,1.0,66
9516,yes,0.025,0.0,0.0,0.0,0.975,40,yes,0.029304029304029304,0.0,0.0,0.0,0.9706959706959707,273,yes,0.03650586701434159,0.0,0.0,0.0,0.9634941329856584,767
9521,unknown,,,,,1.0,13,unknown,,,,,1.0,94,unknown,,,,,1.0,223
9522,unknown,,,,,1.0,10,unknown,,,,,1.0,47,unknown,,,,,1.0,96
9525,yes,0.23529411764705882,0.058823529411764705,0.0,0.0,0.7058823529411765,17,yes,0.2,0.06,0.0,0.0,0.74,50,yes,0.11214953271028037,0.04672897196261682,0.0,0.0,0.8411214953271028,107
9527,yes,0.13793103448275862,0.0,0.0,0.0,0.8620689655172413,58,yes,0.08928571428571429,0.0,0.0,0.0,0.9107142857142857,224,yes,0.08465608465608465,0.0,0.0,0.0,0.9153439153439153,378
9532,yes,0.18681318681318682,0.0,0.0,0.0,0.8131868131868132,91,yes,0.17027027027027028,0.0,0.0,0.0,0.8297297297297297,370,yes,0.2734375,0.0,0.0,0.0,0.7265625,896
9533,no,0.0,0.125,0.0,0.0,0.875,8,no,0.0,0.17391304347826086,0.0,0.0,0.8260869565217391,23,no,0.0,0.11764705882352941,0.0,0.0,0.8823529411764706,34
9535,unknown,,,,,1.0,13,unknown,,,,,1.0,31,unknown,,,,,1.0,52
9537,yes,0.358695652173913,0.0,0.0,0.0,0.6413043478260869,92,yes,0.318739054290718,0.0035026269702276708,0.0,0.0,0.6777583187390543,571,yes,0.3998397435897436,0.002403846153846154,0.0,0.0,0.5977564102564102,1248
9538,unknown,,,,,1.0,5,unknown,,,,,1.0,17,unknown,,,,,1.0,18
9540,yes,0.11904761904761904,0.0,0.0,0.0,0.8809523809523809,42,yes,0.041176470588235294,0.0,0.0,0.0,0.9588235294117647,170,yes,0.020527859237536656,0.0,0.0,0.0,0.9794721407624634,341
9541,unknown,,,,,1.0,9,unknown,,,,,1.0,96,yes,0.010256410256410256,0.0,0.0,0.0,0.9897435897435898,195
9543,yes,0.11475409836065574,0.05737704918032787,0.0,0.0,0.8278688524590164,122,yes,0.20711297071129708,0.05230125523012552,0.0,0.0,0.7405857740585774,478,yes,0.1794871794871795,0.03944773175542406,0.0,0.0,0.7810650887573964,1014
9546,yes,0.775,0.0,0.0,0.0,0.225,40,yes,0.660377358490566,0.005390835579514825,0.0,0.0,0.33423180592991913,371,yes,0.5559471365638766,0.0026431718061674008,0.0,0.0,0.44140969162995597,1135
9547,unknown,,,,,1.0,15,unknown,,,,,1.0,92,no,0.013888888888888888,0.020833333333333332,0.0,0.0,0.9652777777777778,144
9548,yes,0.8793103448275862,0.0,0.0,0.0,0.1206896551724138,58,yes,0.8076923076923077,0.0,0.0,0.0,0.19230769230769232,494,yes,0.6856649395509499,0.010362694300518135,0.0,0.0,0.30397236614853196,1158
9550,yes,0.1864406779661017,0.0,0.0,0.0,0.8135593220338984,59,yes,0.19887955182072828,0.0,0.0,0.0,0.8011204481792717,357,yes,0.20122574055158324,0.0040858018386108275,0.0,0.0,0.7946884576098059,979
9551,yes,0.25,0.0,0.0,0.0,0.75,8,yes,0.0975609756097561,0.0,0.0,0.0,0.9024390243902439,41,yes,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,70
9553,no,0.0,0.1,0.0,0.0,0.9,10,no,0.0,0.03571428571428571,0.0,0.0,0.9642857142857143,28,no,0.0,0.01639344262295082,0.0,0.0,0.9836065573770492,61
9554,yes,0.025,0.0,0.0,0.0,0.975,40,yes,0.038461538461538464,0.0,0.0,0.0,0.9615384615384616,156,yes,0.13746630727762804,0.0,0.0,0.0,0.862533692722372,371
9555,unknown,,,,,1.0,13,unknown,,,,,1.0,36,unknown,,,,,1.0,52
9556,yes,0.7428571428571429,0.0,0.0,0.0,0.2571428571428571,35,yes,0.5602240896358543,0.0,0.0,0.0,0.43977591036414565,357,yes,0.4704081632653061,0.0010204081632653062,0.0,0.0,0.5285714285714286,980
9557,yes,0.717391304347826,0.0,0.0,0.0,0.2826086956521739,92,yes,0.6606217616580311,0.007772020725388601,0.0,0.0,0.3316062176165803,386,yes,0.5827686350435625,0.005808325266214908,0.0,0.0,0.41142303969022265,1033
9562,yes,0.08571428571428572,0.08571428571428572,0.0,0.0,0.8285714285714286,35,yes,0.16129032258064516,0.04838709677419355,0.0,0.0,0.7903225806451613,124,yes,0.12280701754385964,0.03070175438596491,0.0,0.0,0.8464912280701754,228
9566,yes,0.75,0.03571428571428571,0.0,0.0,0.21428571428571427,56,yes,0.8102766798418972,0.009881422924901186,0.0,0.0,0.17984189723320157,506,yes,0.7643260694108152,0.03066989507667474,0.0,0.0,0.2050040355125101,1239
9567,unknown,,,,,1.0,11,unknown,,,,,1.0,27,unknown,,,,,1.0,34
9570,yes,0.5102040816326531,0.0,0.0,0.0,0.4897959183673469,49,yes,0.5,0.04568527918781726,0.0,0.0,0.4543147208121827,394,yes,0.4866023579849946,0.03215434083601286,0.0,0.0,0.4812433011789925,933
9574,unknown,,,,,1.0,21,yes,0.013513513513513514,0.0,0.0,0.0,0.9864864864864865,74,yes,0.008130081300813009,0.0,0.0,0.0,0.991869918699187,123
9575,unknown,,,,,1.0,18,unknown,,,,,1.0,25,unknown,,,,,1.0,35
9577,yes,0.825,0.0,0.0,0.0,0.175,80,yes,0.7557251908396947,0.0057251908396946565,0.0,0.0,0.2385496183206107,524,yes,0.6732588134135855,0.009458297506448839,0.0,0.0,0.3172828890799656,1163
9580,yes,0.775,0.0,0.0,0.0,0.225,40,yes,0.660377358490566,0.005390835579514825,0.0,0.0,0.33423180592991913,371,yes,0.5559471365638766,0.0026431718061674008,0.0,0.0,0.44140969162995597,1135
9581,yes,0.36,0.0,0.0,0.0,0.64,25,yes,0.44554455445544555,0.0,0.0,0.0,0.5544554455445545,101,yes,0.4276729559748428,0.06289308176100629,0.0,0.0,0.5094339622641509,318
9582,unknown,,,,,1.0,18,unknown,,,,,1.0,34,unknown,,,,,1.0,51
9587,yes,0.075,0.0,0.0,0.0,0.925,40,yes,0.06521739130434782,0.0,0.0,0.0,0.9347826086956522,46,yes,0.05660377358490566,0.0,0.0,0.0,0.9433962264150944,53
9588,yes,0.5967741935483871,0.0,0.0,0.0,0.4032258064516129,62,yes,0.42160278745644597,0.0,0.0,0.0,0.578397212543554,287,yes,0.37789904502046384,0.005457025920873124,0.0,0.0,0.616643929058663,733
9595,unknown,,,,,1.0,48,unknown,,,,,1.0,105,unknown,,,,,1.0,187
9599,unknown,,,,,1.0,8,unknown,,,,,1.0,42,yes,0.015873015873015872,0.0,0.0,0.0,0.9682539682539683,63
9600,unknown,,,,,1.0,12,unknown,,,,,1.0,44,unknown,,,,,1.0,60
9602,yes,0.8051948051948052,0.0,0.0,0.0,0.19480519480519481,77,yes,0.6737588652482269,0.0,0.0,0.0,0.3262411347517731,564,yes,0.5797207935341661,0.002204261572373255,0.0,0.0,0.41440117560617196,1361
9604,yes,0.775,0.0,0.0,0.0,0.225,40,yes,0.660377358490566,0.005390835579514825,0.0,0.0,0.33423180592991913,371,yes,0.5559471365638766,0.0026431718061674008,0.0,0.0,0.44140969162995597,1135
9605,yes,0.058823529411764705,0.0,0.0,0.0,0.9411764705882353,68,yes,0.12091503267973856,0.0032679738562091504,0.0,0.0,0.8758169934640523,306,yes,0.14860681114551083,0.0015479876160990713,0.0,0.0,0.8498452012383901,646
9606,yes,0.4148936170212766,0.0,0.0,0.0,0.5851063829787234,94,yes,0.5048780487804878,0.0,0.0,0.0,0.4951219512195122,820,yes,0.45835982199618563,0.0,0.0,0.0,0.5416401780038144,1573
9608,unknown,,,,,1.0,9,unknown,,,,,1.0,21,unknown,,,,,1.0,25
9609,unknown,,,,,1.0,12,yes,0.05357142857142857,0.0,0.0,0.0,0.9464285714285714,56,yes,0.0851063829787234,0.0,0.0,0.0,0.9148936170212766,94
9610,yes,0.3,0.0,0.0,0.0,0.7,20,yes,0.14444444444444443,0.011111111111111112,0.0,0.0,0.8444444444444444,90,yes,0.12025316455696203,0.0189873417721519,0.0,0.0,0.8607594936708861,158
9612,yes,0.8695652173913043,0.043478260869565216,0.0,0.0,0.08695652173913043,23,yes,0.5223880597014925,0.11940298507462686,0.0,0.0,0.3582089552238806,201,yes,0.29123173277661796,0.08559498956158663,0.0,0.0,0.6231732776617954,958
9615,yes,0.34782608695652173,0.0,0.0,0.0,0.6521739130434783,23,yes,0.29508196721311475,0.0,0.0,0.0,0.7049180327868853,61,yes,0.21839080459770116,0.0,0.0,0.0,0.7816091954022989,87
9617,yes,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,24,yes,0.5081967213114754,0.0,0.0,0.0,0.4918032786885246,244,yes,0.5119305856832972,0.0,0.0,0.0,0.4880694143167028,461
9620,yes,0.21739130434782608,0.0,0.0,0.0,0.782608695652174,23,yes,0.19858156028368795,0.0,0.0,0.0,0.8014184397163121,282,yes,0.14464534075104313,0.0013908205841446453,0.0,0.0,0.8539638386648123,719
9623,yes,0.9069767441860465,0.0,0.0,0.0,0.09302325581395349,43,yes,0.6320422535211268,0.0,0.0,0.0,0.36795774647887325,568,yes,0.5938511326860841,0.0016181229773462784,0.0,0.0,0.40048543689320387,1236
9624,yes,0.3888888888888889,0.0,0.0,0.0,0.6111111111111112,36,yes,0.4794871794871795,0.007692307692307693,0.0,0.0,0.5128205128205128,390,yes,0.40748740100791936,0.0028797696184305254,0.0,0.0,0.5896328293736501,1389
9625,yes,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,24,yes,0.5081967213114754,0.0,0.0,0.0,0.4918032786885246,244,yes,0.5119305856832972,0.0,0.0,0.0,0.4880694143167028,461
9627,unknown,,,,,1.0,9,unknown,,,,,1.0,21,no,0.0,0.03225806451612903,0.0,0.0,0.967741935483871,31
9631,unknown,,,,,1.0,28,unknown,,,,,1.0,71,unknown,,,,,1.0,112
9634,unknown,,,,,1.0,17,yes,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,36,yes,0.058823529411764705,0.0,0.0,0.0,0.9411764705882353,51
9635,yes,0.10714285714285714,0.0,0.0,0.0,0.8928571428571429,28,yes,0.09774436090225563,0.0,0.0,0.0,0.9022556390977443,133,yes,0.116991643454039,0.0,0.0,0.0,0.883008356545961,359
9636,unknown,,,,,1.0,11,yes,0.028985507246376812,0.0,0.0,0.0,0.9710144927536232,69,yes,0.039735099337748346,0.0,0.0,0.0,0.9602649006622517,151
9637,yes,0.6022727272727273,0.0,0.0,0.0,0.3977272727272727,88,yes,0.443010752688172,0.002150537634408602,0.0,0.0,0.5548387096774193,465,yes,0.556499575191164,0.0016992353440951572,0.0,0.0,0.44180118946474084,1177
9639,unknown,,,,,1.0,30,unknown,,,,,1.0,53,unknown,,,,,1.0,71
9641,yes,0.02631578947368421,0.0,0.0,0.0,0.9736842105263158,38,yes,0.011363636363636364,0.0,0.0,0.0,0.9886363636363636,176,yes,0.03350970017636684,0.0,0.0,0.0,0.9664902998236331,567
9642,unknown,,,,,1.0,14,yes,0.0273972602739726,0.0136986301369863,0.0,0.0,0.958904109589041,73,yes,0.013888888888888888,0.006944444444444444,0.0,0.0,0.9791666666666666,144
9643,yes,0.8409090909090909,0.0,0.0,0.0,0.1590909090909091,44,yes,0.7605321507760532,0.004434589800443459,0.0,0.0,0.23503325942350334,451,yes,0.6622516556291391,0.009933774834437087,0.0,0.0,0.32781456953642385,1208
9644,yes,0.7764705882352941,0.0,0.0,0.0,0.2,85,yes,0.7393225331369662,0.0029455081001472753,0.0,0.0,0.23122238586156113,679,yes,0.6427423674343867,0.00856989823245849,0.0,0.0,0.339046598821639,1867
9646,unknown,,,,,1.0,3,unknown,,,,,1.0,32,yes,0.03333333333333333,0.0,0.0,0.0,0.9666666666666667,60
9650,yes,0.2916666666666667,0.0,0.0,0.0,0.7083333333333334,24,yes,0.225,0.025,0.0,0.0,0.75,80,yes,0.12337662337662338,0.025974025974025976,0.0,0.0,0.8506493506493507,154
9654,yes,0.11363636363636363,0.0,0.0,0.0,0.8863636363636364,44,yes,0.06172839506172839,0.0,0.0,0.0,0.9135802469135802,81,no,0.03875968992248062,0.06201550387596899,0.0,0.0,0.8837209302325582,129
9655,unknown,,,,,1.0,8,unknown,,,,,1.0,33,unknown,,,,,1.0,43
9664,unknown,,,,,1.0,11,unknown,,,,,1.0,138,unknown,,,,,1.0,233
9669,no,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666,12,no,0.0,0.13333333333333333,0.0,0.0,0.8666666666666667,75,no,0.0,0.0990990990990991,0.0,0.0,0.9009009009009009,111
9670,unknown,,,,,1.0,28,unknown,,,,,1.0,83,unknown,,,,,1.0,142
9671,yes,0.125,0.0,0.0,0.0,0.875,16,yes,0.08695652173913043,0.0,0.0,0.0,0.9130434782608695,46,yes,0.14102564102564102,0.0,0.0,0.0,0.8589743589743589,78
9672,yes,0.03225806451612903,0.0,0.0,0.0,0.967741935483871,31,yes,0.012195121951219513,0.0,0.0,0.0,0.9878048780487805,82,yes,0.032,0.0,0.0,0.0,0.968,125
9676,unknown,,,,,1.0,30,unknown,,,,,1.0,61,unknown,,,,,1.0,66
9677,yes,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334,84,yes,0.3637640449438202,0.04353932584269663,0.0,0.0,0.5926966292134831,712,yes,0.4265098877605559,0.032068412613575625,0.0,0.0,0.5414216996258685,1871
9679,yes,0.4107142857142857,0.0,0.0,0.0,0.5892857142857143,56,yes,0.25252525252525254,0.0,0.0,0.0,0.7474747474747475,396,yes,0.21563573883161513,0.001718213058419244,0.0,0.0,0.7826460481099656,1164
9681,yes,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,44,yes,0.03896103896103896,0.0,0.0,0.0,0.961038961038961,154,yes,0.03560830860534125,0.0,0.0,0.0,0.9643916913946587,337
9686,yes,0.21428571428571427,0.0,0.0,0.0,0.7857142857142857,14,yes,0.12280701754385964,0.0,0.0,0.0,0.8771929824561403,57,yes,0.05263157894736842,0.0,0.0,0.0,0.9473684210526315,152
9687,yes,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156,26,yes,0.27314814814814814,0.0,0.0,0.0,0.7268518518518519,216,yes,0.15427769985974754,0.016830294530154277,0.0,0.0,0.8288920056100981,713
9689,yes,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,12,yes,0.38095238095238093,0.011904761904761904,0.0,0.0,0.6071428571428571,84,yes,0.41353383458646614,0.007518796992481203,0.0,0.0,0.5789473684210527,133
9690,yes,0.6956521739130435,0.0,0.0,0.0,0.22608695652173913,115,yes,0.7129963898916968,0.0036101083032490976,0.0,0.0,0.2509025270758123,554,yes,0.6672597864768683,0.009489916963226572,0.0,0.0,0.3125741399762752,1686
9691,yes,0.3157894736842105,0.0,0.0,0.0,0.6842105263157895,19,yes,0.14285714285714285,0.011904761904761904,0.0,0.0,0.8452380952380952,84,yes,0.19393939393939394,0.006060606060606061,0.0,0.0,0.8,165
9692,yes,0.7162162162162162,0.04054054054054054,0.0,0.0,0.24324324324324326,74,yes,0.48041237113402063,0.01443298969072165,0.0,0.0,0.5051546391752577,485,yes,0.4490254872563718,0.022488755622188907,0.0,0.0,0.5284857571214393,1334
9693,unknown,,,,,1.0,32,unknown,,,,,1.0,143,unknown,,,,,1.0,286
9695,yes,0.3584905660377358,0.0,0.0,0.0,0.6415094339622641,53,yes,0.2847457627118644,0.010169491525423728,0.0,0.0,0.7050847457627119,295,yes,0.23067331670822944,0.00997506234413965,0.0,0.0,0.7593516209476309,802
9699,yes,0.18681318681318682,0.0,0.0,0.0,0.8131868131868132,91,yes,0.17027027027027028,0.0,0.0,0.0,0.8297297297297297,370,yes,0.2734375,0.0,0.0,0.0,0.7265625,896
9700,yes,0.4148936170212766,0.0,0.0,0.0,0.5851063829787234,94,yes,0.5048780487804878,0.0,0.0,0.0,0.4951219512195122,820,yes,0.45835982199618563,0.0,0.0,0.0,0.5416401780038144,1573
9704,unknown,,,,,1.0,17,unknown,,,,,1.0,38,unknown,,,,,1.0,70
9705,yes,0.6,0.0,0.0,0.0,0.4,25,yes,0.48257372654155495,0.002680965147453083,0.0,0.0,0.514745308310992,373,yes,0.4159220146222583,0.00487408610885459,0.0,0.0,0.578391551584078,1231
9706,unknown,,,,,1.0,4,unknown,,,,,1.0,14,unknown,,,,,1.0,25
9707,unknown,,,,,1.0,10,yes,0.05555555555555555,0.0,0.0,0.0,0.9444444444444444,72,yes,0.08843537414965986,0.0,0.0,0.0,0.9115646258503401,147
9711,yes,0.17647058823529413,0.0,0.0,0.0,0.8235294117647058,17,yes,0.12903225806451613,0.016129032258064516,0.0,0.0,0.8548387096774194,62,yes,0.13178294573643412,0.007751937984496124,0.0,0.0,0.8604651162790697,129
9712,yes,0.7272727272727273,0.0,0.0,0.0,0.2727272727272727,66,yes,0.5507900677200903,0.0,0.0,0.0,0.4492099322799097,443,yes,0.5189975747776879,0.004042037186742118,0.0,0.0,0.47696038803556995,1237
9714,yes,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,14,yes,0.19607843137254902,0.0,0.0,0.0,0.803921568627451,51,yes,0.14102564102564102,0.0,0.0,0.0,0.8589743589743589,78
9716,yes,0.6688741721854304,0.0,0.0,0.0,0.33112582781456956,151,yes,0.43820224719101125,0.016853932584269662,0.0,0.0,0.5449438202247191,534,yes,0.4233841684822077,0.008714596949891068,0.0,0.0,0.5679012345679012,1377
9717,yes,0.7758620689655172,0.0,0.0,0.0,0.22413793103448276,58,yes,0.8106796116504854,0.0,0.0,0.0,0.18932038834951456,412,yes,0.7206521739130435,0.009782608695652175,0.0,0.0,0.26956521739130435,920
9719,unknown,,,,,1.0,4,yes,0.125,0.0,0.0,0.0,0.875,32,yes,0.10344827586206896,0.0,0.0,0.0,0.896551724137931,58
9720,yes,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,33,yes,0.42592592592592593,0.0,0.0,0.0,0.5740740740740741,108,yes,0.4523809523809524,0.050595238095238096,0.0,0.0,0.49702380952380953,336
9722,yes,0.11475409836065574,0.05737704918032787,0.0,0.0,0.8278688524590164,122,yes,0.20711297071129708,0.05230125523012552,0.0,0.0,0.7405857740585774,478,yes,0.1794871794871795,0.03944773175542406,0.0,0.0,0.7810650887573964,1014
9723,yes,0.3584905660377358,0.0,0.0,0.0,0.6415094339622641,53,yes,0.2847457627118644,0.010169491525423728,0.0,0.0,0.7050847457627119,295,yes,0.23067331670822944,0.00997506234413965,0.0,0.0,0.7593516209476309,802
9724,unknown,,,,,1.0,23,unknown,,,,,1.0,95,unknown,,,,,1.0,135
9725,yes,0.6060606060606061,0.0,0.0,0.0,0.3939393939393939,33,yes,0.7792494481236203,0.0,0.0,0.0,0.22075055187637968,453,yes,0.6236811254396248,0.0011723329425556857,0.0,0.0,0.37514654161781946,1706
9726,yes,0.5142857142857142,0.0,0.0,0.0,0.4857142857142857,35,yes,0.3747072599531616,0.0,0.0,0.0,0.6252927400468384,427,yes,0.3486700215672178,0.002875629043853343,0.0,0.0,0.6484543493889289,1391
9729,yes,0.3181818181818182,0.0,0.0,0.0,0.6818181818181818,22,yes,0.5394736842105263,0.0,0.0,0.0,0.4605263157894737,152,yes,0.5494949494949495,0.0,0.0,0.0,0.4505050505050505,495
9731,yes,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,22,yes,0.024630541871921183,0.0,0.0,0.0,0.9753694581280788,203,yes,0.020618556701030927,0.0,0.0,0.0,0.979381443298969,485
9733,yes,0.39361702127659576,0.02127659574468085,0.0,0.0,0.5851063829787234,94,yes,0.18738404452690166,0.05194805194805195,0.0,0.0,0.7606679035250464,539,yes,0.17077986179664364,0.03356367226061204,0.0,0.0,0.7956564659427443,1013
9735,yes,0.3181818181818182,0.0,0.0,0.0,0.6818181818181818,22,yes,0.5394736842105263,0.0,0.0,0.0,0.4605263157894737,152,yes,0.5494949494949495,0.0,0.0,0.0,0.4505050505050505,495
